timestamp,open,high,low,close,volume
2024-01-02 06:30:00,101.23903013602211,101.48095554522587,101.1709337842171,101.23903013602211,44183.83145630952
2024-01-02 06:31:00,101.23903013602211,102.80156439823241,102.50517236724791,102.71275353354588,31704.90572523302
2024-01-02 06:32:00,102.71275353354588,100.28774490160072,99.9602872511355,100.22931331057995,49134.77664907763
2024-01-02 06:33:00,100.22931331057995,101.7929712161471,101.48639494291471,101.49641829887072,41611.49087633666
2024-01-02 06:34:00,101.49641829887072,100.58704398391549,100.2331312799111,100.47803175174039,86636.95053057205
2024-01-02 06:35:00,100.47803175174039,101.77521023357053,101.42069807071675,101.59192533206229,94270.10175319656
2024-01-02 06:36:00,101.59192533206229,101.70761022660699,101.35551033911798,101.52183091268687,42161.70956707126
2024-01-02 06:37:00,101.52183091268687,101.74751745652533,101.28484969872228,101.57672427543802,82696.1976132431
2024-01-02 06:38:00,101.57672427543802,101.6349866151498,101.129517846013,101.3568545648084,75951.19529920998
2024-01-02 06:39:00,101.3568545648084,103.1505633907956,102.67973837196243,102.9422778902279,40439.237943116976
2024-01-02 06:40:00,102.9422778902279,101.48012086186844,101.2497167653792,101.35735693126247,54308.34173671355
2024-01-02 06:41:00,101.35735693126247,102.42259473099155,101.98839813851882,102.1582967971687,51790.34751470377
2024-01-02 06:42:00,102.1582967971687,103.66710669227808,103.41953838987695,103.61082646242082,72185.81588227813
2024-01-02 06:43:00,103.61082646242082,104.74384627488003,104.47222158902473,104.57310868606638,44037.86725773445
2024-01-02 06:44:00,104.57310868606638,108.022466939779,107.53102713857898,107.71530048296465,58412.30470259825
2024-01-02 06:45:00,107.71530048296465,107.21608583447919,106.93932723865255,107.01530448112891,50438.818907446155
2024-01-02 06:46:00,107.01530448112891,108.60471243023954,108.29258373666218,108.33918334600784,67395.61907133687
2024-01-02 06:47:00,108.33918334600784,108.42502387112404,108.09144769331732,108.21285285924004,56715.452989327685
2024-01-02 06:48:00,108.21285285924004,110.21195362789332,109.69130291410154,109.93512460647108,52375.205142302184
2024-01-02 06:49:00,109.93512460647108,110.25532556914521,109.64161649853723,109.94380379868937,56765.036244086376
2024-01-02 06:50:00,109.94380379868937,109.51416038715858,109.27431187510118,109.4245673612823,99609.2895910673
2024-01-02 06:51:00,109.4245673612823,111.32506658748363,111.05385486649668,111.26843281961789,53947.9564280201
2024-01-02 06:52:00,111.26843281961789,110.75826073910824,110.56348898087947,110.59767598255674,46154.45163592418
2024-01-02 06:53:00,110.59767598255674,108.88526295210642,108.36164971822681,108.65647725565593,69276.31780022634
2024-01-02 06:54:00,108.65647725565593,108.04048894907521,107.78273023665581,107.96690154208457,57763.873462193376
2024-01-02 06:55:00,107.96690154208457,108.83682989549831,108.58070525700425,108.8354907453873,42032.21038573656
2024-01-02 06:56:00,108.8354907453873,110.90391513537463,110.52588559465548,110.78993385897024,104597.41151545738
2024-01-02 06:57:00,110.78993385897024,111.28799360903334,110.88008239067055,110.96546383238778,54823.831709091195
2024-01-02 06:58:00,110.96546383238778,113.0879015446955,112.67345869690651,112.85261485918126,54476.93262734184
2024-01-02 06:59:00,112.85261485918126,111.08200842415519,110.62873798244243,110.94842914141591,62315.08672487702
2024-01-02 07:00:00,110.94842914141591,110.41079998772196,110.31737665272539,110.34704937535463,92275.06130790048
2024-01-02 07:01:00,110.34704937535463,110.08152549791238,109.73872149700513,109.96405430524547,39342.619203833725
2024-01-02 07:02:00,109.96405430524547,109.88001177728253,109.50701518439617,109.8240544117901,64151.096481143984
2024-01-02 07:03:00,109.8240544117901,109.99548282937002,109.86125978263144,109.96041453283354,100893.22318895454
2024-01-02 07:04:00,109.96041453283354,111.24774578779842,110.65922514462495,110.94594761250202,61832.36242303597
2024-01-02 07:05:00,110.94594761250202,110.67267488695055,110.03335929860388,110.34242541279981,43965.76338679508
2024-01-02 07:06:00,110.34242541279981,110.61071785768692,110.30850097845652,110.55628620882207,51297.67901483628
